-108
8
1
1
0
0
-1
0
0
-2
-3
0
-3
-2
-2
0
-2
-2
-2
-2
-2
-2
-4
-4
-6
-3
-3
-6
-4
-1
0
-2
0
-4
-3
-1
0
-1
-2
-10
-6
-3
-1
-2
-5
-4
-4
-2
-6
-2
-5
-14
-24
-34
