12851.5,False
12888.0,False
12884.0,False
12777.5,False
12662.0,False
12662.0,False
12717.0,False
12605.0,False
12545.0,False
12377.5,False
12541.0,False
12656.0,False
12836.0,False
13160.0,False
13287.5,False
13030.5,False
12479.0,False
11931.0,False
11721.5,False
11889.0,False
11844.5,False
12258.5,False
12889.5,False
13457.0,False
14504.0,True
14657.0,False
14463.5,False
14059.0,False
13188.0,False
12355.0,False
12602.5,False
12460.0,False
12225.0,False
12128.0,False
12362.5,False
11793.0,False
11681.0,False
12024.0,False
12089.0,False
12308.5,False
12187.0,False
12287.0,False
12216.5,False
11737.5,False
11436.0,False
11305.0,False
11330.0,False
11551.5,False
11744.0,False
11674.5,False
11602.0,False
11490.0,False
11338.5,False
11097.5,False
10819.5,False
