427.5,False
420.0,False
436.0,False
436.0,False
436.0,False
423.5,False
423.5,False
423.5,False
436.0,False
436.0,False
436.0,False
436.0,False
436.0,False
423.5,False
423.5,False
412.0,False
404.0,False
384.0,False
376.5,False
376.0,False
372.0,False
372.0,False
372.0,False
372.0,False
372.0,False
357.0,False
342.5,False
325.0,False
332.5,False
308.0,True
308.0,False
315.0,False
308.0,False
308.0,False
315.0,False
308.0,False
308.0,False
315.0,False
308.0,False
315.0,False
328.0,False
350.0,True
353.5,False
361.5,False
364.5,False
364.5,False
364.5,False
372.0,False
380.0,False
395.0,False
395.0,False
411.0,False
423.5,False
435.0,False
452.0,False
456.5,False
443.5,False
463.5,False
477.0,False
499.0,False
525.5,False
548.0,False
585.0,True
