196.0,False
182.5,False
180.0,False
188.0,False
182.0,False
196.0,False
210.5,False
202.0,False
202.0,False
210.0,False
213.0,False
233.0,True
224.5,False
233.5,False
233.5,False
239.5,False
233.5,False
249.0,False
224.5,True
264.5,True
310.5,True
351.0,True
403.5,True
534.0,True
658.5,True
768.5,True
967.5,True
1138.0,True
1196.5,False
1209.5,False
1279.0,False
1380.0,True
1435.0,False
1480.5,False
1589.0,True
1599.0,False
1578.0,False
1631.0,False
1599.0,False
1562.5,False
1562.5,False
1574.5,False
1620.0,False
1778.0,True
2116.0,True
2233.0,False
2261.0,False
2251.0,False
2251.0,False
2297.0,False
2192.5,False
2281.5,False
2482.0,True
2595.5,False
2595.5,False
2614.5,False
2614.5,False
2636.5,False
2636.5,False
2651.5,False
2805.0,False
3027.0,True
3966.0,True
5467.5,True
290.5,True
287.5,False
287.5,False
290.5,False
294.0,False
294.0,False
287.5,False
290.0,False
297.0,False
311.5,False
300.5,False
311.5,False
322.0,False
329.0,False
339.0,False
341.5,False
357.0,False
379.5,False
376.5,False
387.0,False
418.5,True
460.0,True
516.0,True
586.0,True
685.0,True
822.0,True
906.0,True
934.5,False
919.0,False
969.0,False
998.0,False
1050.0,False
1091.0,False
1097.0,False
1177.0,True
1313.0,True
1576.5,True
1695.5,True
1919.5,True
2008.5,False
2108.0,False
2116.5,False
2109.0,False
2116.5,False
2236.0,False
2438.0,True
2754.0,True
3084.0,True
3238.5,False
3622.5,True
3935.0,True
4001.0,False
4218.0,False
4816.0,True
