5384.0,True
5368.5,False
5490.0,False
5651.5,False
5699.0,False
5781.0,False
5780.0,False
5802.0,False
5680.5,False
5332.0,False
5056.0,False
4779.0,False
4665.5,False
4716.0,False
4807.0,False
4851.5,False
5293.5,True
4960.0,False
4545.0,True
4302.0,False
4072.0,False
3992.0,False
3575.5,True
2896.0,True
2670.0,True
2835.0,False
2989.5,False
3081.0,False
3209.5,False
3375.5,False
3366.0,False
3639.0,True
4087.0,True
4510.5,True
4757.0,False
4593.0,False
4657.5,False
4527.5,False
4547.0,False
4620.5,False
4739.5,False
4653.0,False
4647.5,False
4560.5,False
4603.0,False
4548.5,False
4548.5,False
4548.5,False
4516.5,False
4540.5,False
4509.5,False
4405.5,False
4269.5,False
4195.0,False
4263.0,False
4279.0,False
4187.0,False
4171.0,False
3984.0,False
3900.0,False
3802.5,False
3737.5,False
3745.5,False
