157.0,True
157.0,False
151.5,False
151.0,False
157.0,False
157.0,False
151.0,False
157.0,False
151.0,False
151.0,False
153.0,False
153.0,False
153.0,False
157.0,False
157.0,False
157.0,False
164.0,False
157.0,False
164.0,False
164.0,False
164.0,False
164.0,False
164.0,False
164.0,False
151.5,False
146.0,False
150.5,False
145.0,False
151.5,False
145.0,False
151.5,False
150.5,False
151.5,False
157.0,False
164.0,False
169.0,False
170.0,False
176.5,False
190.5,False
198.0,False
198.0,False
203.5,False
204.5,False
204.5,False
212.0,False
219.0,False
219.0,False
219.0,False
219.0,False
219.0,False
219.0,False
219.0,False
211.0,False
211.0,False
212.0,False
212.0,False
212.0,False
212.0,False
212.0,False
212.0,False
212.0,False
212.0,False
212.0,False
212.0,False
227.0,False
227.0,False
244.0,False
249.5,False
265.0,False
274.0,False
291.0,False
300.5,False
326.0,True
344.0,False
344.0,False
363.0,False
363.0,False
363.0,False
354.5,False
363.0,False
363.0,False
363.0,False
364.5,False
363.0,False
402.0,True
422.0,False
454.5,True
487.5,True
522.5,True
545.0,False
567.5,False
681.0,True
815.0,True
921.0,True
966.0,False
1064.0,True
1092.0,False
1095.5,False
1096.0,False
1128.0,False
1162.5,False
1264.0,True
1489.0,True
1835.0,True
2555.0,True
3307.0,True
3931.0,True
4554.0,True
4932.0,True
5282.5,True
5254.0,False
4906.5,True
5245.0,True
5386.5,False
5844.0,True
